Sample	PGE2-d4 (IS)	12-HETE	15-HETE	5-HETE	8.11.14-Eicosatrienoic acid	9-HETE	Adrenic acid	Arachidonic acid	Cholic acid	Deoxycholic acid/Chenodeoxycholic acid	Docosahexaenoic acid	Docosapentaenoic acid	Eicosapentaenoic acid	Gamma-Linolenic acid	Glycochenodeoxycholic acid	Glycocholic acid	Glycolithocholic acid	Glycoursodeoxycholic acid	Linoleic acid	Lithocholic acid	Myristic acid	Oleic acid	Palmitic acid	Palmitoleic acid	Sphingosine 1-Phosphate	Stearic acid	Taurochenodesoxycholic acid	Taurocholic acid	Taurodeoxycholic acid	Taurohyodeoxycholic acid/Tauroursodeoxycholic acid	Taurolithocholic acid	Hyodeoxycholic acid	Myristoleic acid	PGE2	Ursodeoxycholic acid	Glycodeoxycholic acid	glycocholate-d4 (IS)	thymine-d4 (IS)	inosine-15N4 (IS)	2-hydroxyglutarate	3-methyladipate/pimelate	4-hydroxybenzaldehyde	4-pyridoxate	aconitate	adipate	alpha-hydroxybutyrate	alpha-ketoglutarate	beta-hydroxybutyrate	bilirubin	chenodeoxycholate/deoxycholate	cholate	cystathionine	fructose/glucose/galactose	fumarate/maleate	gentisate	glucuronate	glycocholate	glycodeoxycholate/glycochenodeoxycholate	guanine	guanosine	homogentisate	homovanillate	hydroxyphenylacetate	hypoxanthine	indole-3-propionate	indolelactate	indoxylsulfate	inosine	isocitrate	lactate	lactose	lithocholate	malate	nicotinate	orotate	pantothenate	pyruvate	quinolinate	sebacate	sorbitol	suberate	succinate	taurocholate	taurodeoxycholate/taurochenodeoxycholate	thymine	uracil	urate	uridine	VMA	xanthine	phenylalanine-d8 (IS)	valine-d8 (IS)	1-methylhistamine	1-methylnicotinamide	2-deoxyadenosine	2-deoxycytidine	3-hydroxyanthranilic acid	5-HIAA	5-hydroxytryptophan	acetylcholine	adenosine	ADMA	alanine	alpha-glycerophosphocholine	aminoisobutyric acid	anserine	anthranilic acid	arginine	asparagine	aspartate	beta-alanine	betaine	butyrobetaine	carnitine	C2 carnitine	C3 carnitine	C3-DC-CH3 carnitine	C4 carnitine	C4-OH carnitine	C5 carnitine	C5:1 carnitine	C5-DC carnitine	C6 carnitine	C7 carnitine	C9 carnitine	C10:2 carnitine	C12 carnitine	C12:1 carnitine	C14 carnitine	C14:1 carnitine	C14:2 carnitine	C16 carnitine	C16-OH carnitine	C18 carnitine	C18:1 carnitine	C18:1-OH carnitine	C18:2 carnitine	C20 carnitine	C20:4 carnitine	C22:6 carnitine	C24:4 carnitine	C26 carnitine	carnosine	choline	cis-trans-hydroxyproline	citrulline	cotinine	creatine	creatinine	cytosine	dimethylglycine	GABA	glutamate	glutamine	glycine	histamine	histidine	isoleucine	kynurenic acid	leucine	lysine	methionine	methionine sulfoxide	N-carbamoyl-beta-alanine	niacinamide	NMMA	ornithine	phenylalanine	pipecolic acid	proline	putrescine	pyroglutamic acid	SDMA	serine	serotonin	spermidine	taurine	thiamine	threonine	thymidine	trimethylamine-N-oxide	tryptophan	tyrosine	valine
G36165	529619	67	1957	2089	86792	463	125737	178603	16981464	60583	80389	500364	30539	88541	37218	262367	3891	45191	2902716	6915	1630	3164751	254780	5002	305	66062	151848	737875	16450	203918	62131	NA	NA	205463	70205085	NA	319236	140543	67584	5350814	175129	845834	3010987	4680	195586	151963	523606	168929	NA	4710488	30773635	1104	18274249	194385	39317	3930494	75710	20963	45806	31787	6820	155437	19446	2066282	1926	107632	NA	22491	461761	475413	2024466	2460	3697032	997955	3462019	5789166	25117	8714	23747	1119677	46454	10842626	340268	128728	2667018	7265388	232332	1343123	14950	7123479	19631550	16876817	2160	26961257	100576	5894561	2702	9029	628666	8549456028	377854	25473972	160871286	35942	6187	35978	NA	883953	19600509	3151	39648696	920233	8549456028	2468191	4408	NA	NA	NA	8430	NA	8187	7208	NA	228143	NA	4241	NA	NA	NA	NA	NA	57178	NA	161534	46482	7502	5318	20224	952293	NA	197808	10866	60381	8239	77945	1194345	11827	5847306	583861	737711	3230	18444739	2035129	933175	27380155	93851	920482	557837230	410761	668580574	5992339	247301179	20804911	52583	533746	69047	93327	5773113	1033100	5697831	430822	386718	63131439	183495	6362	1246287990	781463502	151187857	421149	9237787	1685165	1759102	1319436	7008752
G35992	569383	658	1652	2211	79253	1829	207040	542084	25286429	118969	341989	1059827	133118	168521	23564254	48504595	1527	2276449	5380825	1044	3404	5226487	639772	2909	45	448150	4910609	12899498	40255	386739	11028	NA	NA	167689	52418677	1026681	316052	162181	65049	2632410	91281	157069	4486430	22579	44065	194812	304466	236292	1560	7165903	41366747	0	27076815	204383	93495	2785842	7137221	3661889	36907	41728	22862	36025	15918	1189022	2381	77712	NA	20338	916710	233366	2020791	NA	3550210	370043	4436468	3997425	6016	17826	12701	1277119	18720	6050153	1018947	618183	1165706	3687328	54502	1180956	15805	3384699	16757727	14984674	90290	10250147	41032	7936202	2582	10504	502840	1527046003	110538	123388327	87997890	224758	1038	45237	NA	4050699	8321287	25290	19467200	3516224	1527046003	1194502	189388	3412912	58315	873213	7073871	296773	2384209	1346901	284263	11685	110450	748284	8687	303876	10086	5345	356608	62912	14544	66544	57598	2635	3447	3243	2675415	NA	55301	90955	1257	27631	263755	720362	10170	10867298	5501178	290426	3854	19180995	2083094	759891	31943304	1911785	535199	324375045	506273	432390454	1310768	153384411	12955113	120934	361660	194078	9725	3927925	39741	7418501	196006	403795	48302871	130798	9507	63356669	107799728	34287024	256170	3472214	1451186	1577622	907277	4693022
G36248	523676	1657	8355	4843	665633	3041	209300	673222	13117843	165737	249848	1328941	52892	16740	136159	241039	3439	135408	679608	163533	1886	1459574	224615	14991	157	292463	292323	489978	28988	207132	113200	2065945	NA	276132	55330016	NA	361922	131639	79204	196470	83747	444492	5518796	NA	2830198	280916	176490	199369	3978	6088325	47736277	7	16866246	195955	49428	561650	151998	90281	38766	71949	13092	73500	12725	1130741	51788	11140	NA	63857	7792	129705	1504273	465355	312978	617611	221248	5669530	9019	2720	29558	160410	28478	31420144	469120	382607	2682417	8308481	3304248	4129297	5168	8747578	18506192	15868964	6220	39499	74588	2214331	6328	224968	884589	2595902721	339737	14220523	165169801	523	6967	NA	284	7385714	436984	281	3737257	401343	2595902721	1785097	16271	22047	62731	NA	1331526	NA	7149	6353	NA	1227687	NA	1345462	NA	6876	NA	NA	5039	124277	33885	247237	23472	11276	787	206221	8591052	1620	432792	85059	14201	9150	6150	470537	24352	15383	17772	55158	5220	15754901	479621	772971	16589176	916162	495602	876577995	26724	1062700611	4549075	368515695	20875759	8932	673452	32622	12732	9946190	807726	8190067	172172	84306	82290020	132074	4718	1386364036	486143151	201652579	337148	18782060	1655235	3289490	2011265	6233487
G35473	492246	1592	4115	1162	21564	8578	183086	870429	4167109	26397740	111457	411576	18984	1265378	1689186	5739453	413879	590842	5800982	3658705	8846	4610157	330125	10260	467	323179	239606	371589	55097	21238	484875	5885669	NA	351388	4079177	34220892	299795	103603	50464	281062	431575	2521484	6339566	43	1029865	233936	779453	200298	NA	47635356	1532796	18	6359489	226788	10703	1657841	649366	475695	68010	251346	35470	67858	11739	3258373	36072	24061	NA	530320	21595	134879	804038	25745352	3051624	645221	1344455	3182529	301	16087	510577	588403	196570	4399428	214760	181595	7818476	14706511	2634660	6700182	1920	14116105	18186647	15133408	5102	528781	39099	1553079	6652	143538	1974881	30716293173	170723	7244804	425858210	446	15941	14929	49651	7487225	689908	2429	13315622	288337	30716293173	1366121	21778	59903	130158	262	178983	NA	82362	39585	14247	290163	NA	939328	NA	NA	NA	NA	10856	34277	16850	219233	55491	389	33553	183888	656338	NA	863868	99351	9388	7138	20037	1650064	2722	16539	29450	36356	19460	10039495	2220021	1416274	47079211	395027	774370	1695857141	18678	2036356065	9497399	710387464	66027581	38627	1719608	89057	48250	20015378	1599588	15795607	32046	428468	3839005	296548	404	831324643	8238087	331511255	844812	13400375	2133482	4839772	4292511	7483702
G36536	535318	2516	10851	6815	376727	5751	257450	1455414	15007724	18294481	281359	1766061	103743	49367	435107	522699	17053	202154	2058112	692931	39977	2578013	416009	56753	402	311721	280382	603322	400046	121434	288933	1449462	NA	242971	42951456	6309420	327099	130561	67898	469225	126449	1738251	6015728	NA	377475	339742	341796	73657	NA	16666200	21243307	NA	6327293	75091	31495	322304	153126	132726	556297	162968	20034	108117	16223	124848	78046	4725	NA	152144	3907	172948	900640	1891695	168699	909914	278918	3684815	2636	784	61829	101781	48521	4362719	256256	153226	2290627	7673711	5100201	8178916	9464	3085723	22297816	19379465	3710	11219	513297	3502713	4748	49063	658877	4653534425	989420	11647981	252290594	1256	15598	2209	NA	8003153	21052677	NA	8553377	438499	4653534425	1695821	18104	20127	111464	NA	135961	NA	54566	1131373	NA	455560	NA	9490	NA	4313	31688	NA	6692	640699	98385	441327	239718	15523	30763	28992	2281096	26870	583264	69197	11764	5912	98387	583134	23744	19868	25881	390753	5460	25398624	833542	1042868	27464955	360691	1467358	1201550389	64871	1418046054	8499030	498540405	30138824	19408	982802	54178	25205	13509770	305245	17620831	47333	151648	3667165	217609	3692	2187408434	706901942	192658406	482665	18986196	1720904	4502933	2715821	5586211
G36882	536235	2041	6486	2439	171307	4362	227724	565534	16561633	65736	311918	2025340	90277	689857	395413	391216	1516	871037	9493197	26411	5089	3839418	467195	12941	832	186072	244357	1142230	29311	696353	543632	4811532	NA	153529	100929330	NA	340417	124859	71018	622629	619277	1232237	4796653	57	2232506	75745	1023154	113785	NA	7814865	54984752	3961	7395361	109374	44919	1787861	178492	184262	124805	24649	20428	214735	15858	607507	5193	9387	3549	11224	22965	65878	6682482	103584	729976	230076	590448	1109953	78101	15485	76824	868353	269704	2471279	723480	149983	1528192	4312822	3036404	429521	62233	4455189	22481098	18413889	10086	8714307	236698	3048319	1979	131786	223532	22786303936	202484	51834900	293308279	37781	39724	8543	35107	11893882	2648045	9132	5441521	1326936	22786303936	3757460	13170	142381	209	1761	786519	NA	275620	38933	NA	278259	NA	2664299	NA	NA	NA	NA	13134	16919	NA	10187	NA	NA	NA	NA	367947	NA	572144	NA	58827	46815	114380	927400	32324	4370898	10002201	76534	74273	107391507	3053792	2267366	37662498	990638	1019871	1270098981	148608	1570551168	5588454	569933671	57894351	61800	708215	387723	8561	14734485	1439289	10659652	255186	605226	160687806	332325	867	258650977	1153387982	282738706	752916	11530273	35515255	3673339	3280587	7248453
G36525	578539	501	2898	1752	157893	538	115367	195598	16755680	225604	131276	1281431	16503	211892	116863	179658	1508	138456	5429527	6396	18163	4516891	354572	7036	125	281821	224403	1622095	28451	429225	48716	NA	NA	162755	85734964	NA	313714	132593	61065	3324531	238876	1934345	8135762	168	155421	550005	1417347	276309	NA	4564923	87107449	0	31931224	202313	10151	582814	126423	47836	379814	653716	36789	55184	11504	1349778	56600	81718	NA	591323	60872	189007	7387275	324	482821	814941	1165902	7356649	21161	7857	27770	832386	43486	6343727	2346830	122173	3992306	8082780	2052426	3936321	16335	7027861	19791996	16010050	3186	16127392	1933928	7945312	6959	20904	1478305	9713704141	3911280	23608463	209285830	5722	14025	2204	NA	14047444	4194509	9487	100746511	449154	9713704141	824830	3543	15268	9809	NA	492897	NA	19802	7000	NA	117485	NA	8035	NA	NA	934	NA	5326	37601	NA	108759	40457	NA	8719	36705	233829	NA	408915	245101	7815	12312	45777	992661	9571	29217	54107	186725	8467	38093885	2178842	1381887	30264270	27431	857591	962515579	21182	1241085178	7588120	449008695	28182784	963095	592219	123947	38861	12130620	545143	10362155	457897	422727	105563665	272738	16566	1723699002	891522738	142303952	367081	14985121	2254514	3936842	2607930	7378978
G36524	499085	5028	12589	12087	286381	12232	370294	824144	19206608	23818798	286592	2780040	54453	483352	24493891	35736020	60859	13215495	8516184	1919059	13960	7745156	709556	18467	240	256913	6304488	14452001	4583190	3646677	713724	5544097	NA	284955	89368602	239316234	348464	123072	67597	503010	423991	3695845	5298856	NA	478527	389384	1108663	146484	NA	37883775	26531729	0	41738123	152946	3741	2489405	5031082	6462177	166013	316353	38321	43968	18681	2194720	65916	10800	1255	370084	63521	144484	8354881	7964395	926818	941277	643010	2527592	19421	13307	257434	325437	229427	22767998	1253676	1552174	4146720	8766354	1067724	8082591	6502	8520744	18114947	16334809	3622	2698824	16521	3673575	7666	66035	451353	6301198090	267127	18372170	248460425	NA	17025	7686	5471	6142932	17371067	4207	8754276	431826	6301198090	1361420	10297	40025	59921	NA	253603	164	29400	71572	NA	1423446	NA	167090	NA	NA	277	NA	5467	51360	51559	119189	49814	1206	6284	80897	449585	3973	396266	10665	20000	4825	14810	1175581	12871	17129	110845	83602	7860	29188816	2093686	1077665	26665906	418293	1392901	903475968	15152	1138922540	7674380	375369690	56686875	5259	863484	40621	23832	10499963	1059157	8374111	48162	395633	6097321	231138	NA	204691679	719205736	192322802	418631	17479365	3226871	2928347	2289676	4021180
G36556	480986	3046	9691	4680	58546	6437	150911	2244004	16725799	69047	2616745	273659	203358	51404	18039	77216	1032	473	862739	2806	85531	5649272	3559411	7604	196	702260	61065	108505	6224	8385	35592	57194	387127	135112	1263459	NA	210264	153052	44803	21432057	37552	101009	1176135	825148	38111	473529	644735	240285	147278	3587245	12150351	14531	28121164	77915	2160	8313931	12937	3718	22954	1209	285	5146413	1219	350447	NA	1513083	NA	NA	23737312	30978822	2344536	7546	1751951	240995	7121528	531614	2666	11275	9991	3360222	12339	29600503	69810	58203	824308	2303731	1828517	369177	2387	1658314	18425507	17623711	775	53791937	145960	3339110	2642	NA	1165933	18494879705	285595	76784524	92463689	164866	31401	NA	399	1569542	95048	266	1103773	2533756	18494879705	30401559	12639983	39654	160239	2221957	14896363	2323352	5556954	1910263	1204731	103792	413082	1293087	1480433	7900165	1886531	979659	9978647	6656532	10132312	893950	4600647	498886	2228407	15162	1965840	679288	NA	10555	262	24721	33857	73945	11923	2999570	5717921	1813320	4569	630253316	343778	19658	28244210	100141	1164148	43400039	564830	62489023	1788042	25407363	2059515	158176	848123	86419	29428	546147	139408	6609732	320082	62169	66927093	35393	NA	175200163	720270009	48335226	170182	655178	1587396	232622	145840	1172907
G36154	493653	208	1895	755	13987	2310	71452	443863	2175745	10802316	177425	129491	40584	6953455	523862	544478	28466	50099	11081244	1393363	5141	5314429	476426	9378	521	414276	774092	427008	132702	52539	119873	2440464	NA	210598	5924474	3732984	331185	125754	59190	1290301	340363	2651165	3855865	4447	828621	204137	597948	370923	NA	5389012	1111900	35	21145101	329510	87156	9470138	69390	89661	119596	229932	20169	182374	27428	3221199	328940	24524	NA	601480	273769	191566	2678164	5353636	7058262	989078	974337	4091697	715	17975	272172	565586	127286	14648411	119589	189084	6802594	13104735	1008405	7969787	21821	11445359	24907886	20044423	5688	795706	210176	13367121	6932	176786	1329612	20367313117	629508	21553426	400404247	17048	11270	171465	24993	21261983	41421581	5456	10540763	341725	20367313117	948258	13529	NA	NA	80	75144	NA	14566	16448	NA	30574	NA	901239	NA	NA	NA	NA	NA	25332	36712	46768	32255	NA	6008	79401	1105167	NA	545485	33389	169457	38254	26691	553838	9712	61818	108341	64815	9845	19942883	4643542	1685451	49203215	197350	1622732	1208079114	151475	1515221256	13498382	602359850	50702590	20845	1494128	589180	128320	14755652	1440436	12897315	47300	926045	14159739	369522	NA	1762712939	39593618	236398447	792776	11646724	1709425	3970825	3346034	5350286
G35898	523373	1338	5646	4468	206429	2608	220189	930607	12271883	33923	306613	1175196	89221	111618	1774707	5548719	806	810896	3167077	64634	4527	2086408	306265	15327	181	200110	3669308	7473902	34467	726065	114043	NA	NA	256740	40505317	NA	338713	164040	63091	2403004	153851	4572382	3326871	8820	174814	523149	1565103	168731	NA	2708245	16219831	0	20109971	412376	16675	4287098	804825	442515	253909	16650	51119	242800	15189	1489136	240119	29788	NA	NA	61452	146138	2073401	147043	2648328	659226	539814	2932632	40529	21086	202658	426332	73748	63767099	781009	590006	4707905	9337297	1104724	2177687	24861	8747485	16765775	13380179	3582	11500368	107490	7248066	4429	177285	334711	16971760391	334609	25913702	263573630	1616	7726	13897	1971	5045088	64064494	6195	39634219	366174	16971760391	694362	4312	NA	867	NA	21932	NA	14882	38085	26370	806438	NA	353727	NA	NA	971	NA	10378	92440	68203	320154	77045	6550	26558	212404	853364	NA	249506	140847	18671	9382	827004	1845103	11103	19529	76975	404982	515	41977419	3559783	1244788	37690959	136074	1116421	873263509	24126	1072990365	10526813	403130127	29740982	23143	1154362	96975	111071	9172899	854766	20795473	277106	726312	117005639	296250	NA	2720884182	575823055	163061198	570071	7200221	949362	3094352	2152683	15105854
G35906	502057	1434	7085	3476	39726	2214	121453	1816529	7440918	25418611	1109206	1141255	253166	181202	964898	4137375	210859	962538	5869999	3261024	9542	5483003	561187	15252	325	233917	1812142	3472912	2940408	427283	2438170	8627893	NA	186021	32314498	30234744	325043	126013	48470	1208821	605861	2151228	7256245	NA	685892	169607	1264997	193901	NA	49938652	9193162	1620	7399944	232906	27980	2206173	665726	476581	71412	28648	28324	184225	11495	1535596	44739	29003	453	67598	41461	105780	774298	22578805	5016006	946040	2903514	2346529	1801	10970	457879	1981347	293648	7187260	466422	704806	7342022	12406589	3164732	799477	2619	11009990	20036325	16044744	8699	383656	33699	2467393	38845	142879	901128	17648578420	169222	5126020	385014545	1883	21205	NA	34393	6451761	270656	3701	17832451	504486	17648578420	1581434	19255	25761	10455	123	705322	143	207664	27131	12550	528151	NA	3162420	NA	NA	NA	NA	NA	29410	30150	49972	15502	NA	14176	55981	4947673	NA	576425	9514	7698	4078	10248	692261	43313	7487	24333	21259	16672	29075746	3736728	658231	33444445	903983	704308	1188162750	65867	1425139782	6134757	483024530	33328901	41231	576166	29932	54260	12256712	1066593	12941811	31802	719097	3357634	198934	720	123349143	1343614719	170138093	623474	5050564	2137344	3025733	2647091	9483774
G35923	497835	NA	889	1407	133399	2746	185592	577764	18921996	41232	368961	1458404	62104	437817	67336	354531	2101	8255	3818122	10721	2335	3359278	426484	25755	130	218413	406132	1610022	39558	26510	68213	355380	7159	275812	2499985	NA	359773	150225	60429	29351748	202775	1007248	6086249	7612	119138	552285	2380144	168576	11653	892865	20533485	14357	7573425	339263	11041	4008243	145453	19924	47574	213	45215	387255	17052	1198664	25934	168400	NA	1368	508876	208452	1775822	13544	5051918	699580	260866	6913397	3829	15333	23842	555875	30974	2454874	267230	159545	3912154	5369291	620994	45660	43667	5709926	17919606	12224165	1242	8207	59807	1229710	9559	100716	295821	12683058823	36776	19098389	167873733	20678	14867	33885	NA	11289404	157691	23676	121499519	16879634	12683058823	2084809	9921	26105	34441	45	85696	1489	206737	91140	NA	21920	166	365924	9380	NA	41222	21397	872840	337107	635292	135340	71276	69493	136107	43610	951693	86338	153525	103286	NA	6752	135195	303832	31871	32483	11855	400498	17616	17037308	4391479	815353	51091324	57791	915462	530654072	215817	666061415	4960887	266062555	19135845	906335	901344	79246	28084	5884114	922277	8578878	549385	860717	111509544	194982	NA	578402239	1401192751	173504577	379830	2562105	1572425	1746405	1364760	22605002
G36159	538955	2207	8903	6011	591660	6161	309753	710539	18854837	60863	258703	3972538	44818	36750	730051	2102624	1474	30415	2294080	4732	9464	4646046	626865	12497	215	355608	402005	172436	36471	4621	25858	272446	123393	245624	1854468	25942	352167	128583	77464	4901192	78401	509140	1693677	35255	59021	243412	907909	362125	83596	3017099	20165297	0	24924946	974739	21980	19128975	252671	82607	50056	208064	21863	133808	11350	2381226	3614	6113	NA	950103	1396557	818698	3103376	946	16334168	609438	137134	3513047	15754	15491	21420	19567000	22066	2199469	102859	161671	4347507	7339189	125607	2143524	57054	5655111	18352210	14189739	16872	67171305	41270	2492366	1714	NA	685590	12291344899	196738	309315020	266263806	6656	6390	16792	1756	13704531	1320412	20172	21653043	673031	12291344899	12945415	6938	40437	420114	24287	13808533	158126	9946	84955	818332	72570	306205	2666810	158653	1548569	960212	174379	2085731	5046892	2827242	1058893	4724783	184360	1409312	259984	1929857	210602	155167	93731	10566	15071	878884	83753	12416	10954996	1476625	51300	7585	25557674	3926695	1023297	27180200	141278	2961266	604340891	506372	759189296	12796446	291402191	29630463	1139924	749722	306706	36616	7452576	183653	6394169	230742	837810	76811995	260205	7369	474218777	16992918	127167269	499125	4414019	1945738	1964016	1662435	13091933
G36886	491859	329	1029	1470	181051	1102	429134	321112	13332086	31231	142874	896696	33423	427539	207187	606215	2016	341233	8055145	4056	1909	8011623	587890	11536	458	270272	119266	393479	23298	58858	111827	NA	NA	159139	85417792	NA	341773	129864	49021	20275751	193023	193008	1251834	28594	101619	56987	1742192	393764	NA	5661393	30709465	63186	37329002	229574	33261	3496210	328039	64230	73977	69313	24195	308127	8968	2230115	3891	495335	NA	64158	1771952	429337	3723753	NA	2390247	1221036	4591342	5925018	2396	43431	19494	4019411	25651	2952447	122013	56944	3298448	6428154	128919	1497485	55607	5075522	18773538	15787422	25659	22871106	411658	25499334	3198	56304	606348	6894633909	407571	42063601	139653167	62470	16335	531857	99	950479	1708156	19092	174258466	21370211	6894633909	212967	2952	40487	NA	464	369203	NA	23111	35507	NA	465426	NA	NA	NA	NA	NA	NA	NA	14908	NA	511	NA	NA	NA	NA	1264416	NA	165736	NA	15208	13471	425510	1297336	8624	190806	184275	1046229	20796	29991399	10333995	1241349	105025666	998171	1954111	448132346	503339	560647164	4118219	234905872	23187989	204338	867896	237464	10377	5159040	345590	3333351	823638	2206149	130809692	170945	4337	224830412	659634707	123043722	361017	8385695	1825366	2259204	1320038	3900937
G36179	533192	375	4915	2145	172021	1643	149223	876070	12521760	35345	345858	1222510	49589	425479	230153	248425	2565	15093	3408603	1719	1790	1900483	165194	6900	211	66730	221190	105647	20080	2843	39896	241736	101566	291921	4880012	NA	342519	140578	82542	3061572	187217	237719	2594295	525	85493	388438	395083	155444	142775	1770062	7518342	22182	18356318	178172	14584	2857722	71029	33729	128936	436927	16335	287255	47134	1504030	3493	203663	NA	1278707	70916	243634	4021858	3392	3509813	859834	924238	4223722	51445	9841	37773	358625	44978	90855237	64175	101591	4135268	7187427	945870	4625735	47735	7035750	20350777	13794496	13180	19819159	194935	10672028	2025	40752	1390862	9648762595	1804977	369819787	235131905	263777	7563	372137	690	17691510	45637973	NA	121835244	12481145	9648762595	19556177	488825	5015016	146999	1285025	41161395	3335314	10918431	23748	7635584	662027	281192	14621603	383161	7576024	220037	361158	14235758	1406196	887633	670776	1456170	185614	477227	155930	662357	102836	290813	33029	67089	6727	51716	254105	24187	10135290	6056719	41918	12134	38103793	2170993	1708361	35629354	122636	2357759	903707302	792310	1167919149	9354424	471821686	17017123	103618	31444617	555971	165315	10481628	179408	8871700	296358	447377	58697034	325903	NA	4977770042	20292127	195321881	664150	8392042	21160284	3185045	2529741	20557486
G35464	484830	459	1147	1377	228539	119	157718	267708	13019981	66782	152248	471284	33135	5685	254480	209024	5281	133494	125302	7596	18556	1387467	247633	11485	47	199048	133911	510794	3535	104825	193503	NA	NA	168413	38686603	NA	358163	151921	82708	1691507	56937	1305142	6198259	264	250173	613408	703748	282661	NA	2381288	44092608	NA	15277570	96981	66533	445607	107555	43820	249804	31466	14971	111927	11826	1192058	16656	102475	NA	22267	84671	135566	2553598	9232	179336	579374	356741	3773346	3748	1986	17931	146145	15277	15776468	628894	122010	3838514	7552641	800829	2721949	11543	6645539	17374034	14035843	2585	24257	476880	3192547	3113	35821	1286335	16288805328	928573	46233884	153080642	1238	8816	27685	578	1692823	6057524	NA	50047217	331575	16288805328	1646499	17398	51111	242322	NA	39331	NA	7284	29358	NA	236250	NA	164227	157	6531	57843	214	NA	1228423	745784	607092	349257	28767	66637	55851	426804	50022	321862	160624	9065	7210	9702	481135	23239	18899	21148	546077	3071	52027161	414664	624392	16059587	62455	359914	811885320	28911	938043223	4664819	326972552	10481434	32396	993638	113861	18720	8538451	354535	7929633	345338	75534	111015464	140563	51636	2606567076	784415095	119053999	203614	6689897	2834617	2812936	1702104	7166489
G36540	500238	525	5264	3196	122363	2502	174376	2532964	16771617	49292	4196846	490608	331784	15226	40832	83280	933	1065	221830	354	8763	2793622	120116	6269	112	380829	1140799	321274	34610	16642	13981	19768	89457	226997	1876791	NA	321062	154133	57415	18957018	51294	95253	647199	119499	60755	406058	131249	208526	143504	2946042	10471250	20	19133425	221182	3965	2373589	15490	4329	87084	1030	8909	4195877	2228	1038859	NA	2197220	NA	NA	5898361	16312279	1726652	NA	4391986	246529	509673	1519130	48871	16488	11248	12433165	16201	18557915	115225	162093	1656577	3190945	609167	229598	11264	5513457	17836098	13762255	21871	24382772	117984	1225749	4429	10766	938695	12040032309	159666	26109600	158809810	87484	17809	NA	969	1189561	336532	NA	2515300	3598318	12040032309	12386729	554564	305360	47609	14633	199419	20697	69704	680015	11349	5921	1583	14677	247365	143121	710598	209490	705688	3838060	2382187	1579724	3811515	156119	769557	61206	346622	285671	17352	268549	10285	42418	111303	242606	14677	1146109	2373350	2554453	4891	416771631	584538	61910	16515263	282032	647456	172277880	1449899	226110118	1600601	79382498	2199748	157547	2107284	30983	64127	2213416	168814	8754988	295014	113931	41919706	101997	1718	207828873	276920451	234637853	299982	3469567	1806771	1102899	195936	13758215
G36464	415528	979	5929	4272	67875	1256	48514	191928	20160592	85522	138877	258703	29904	7433	1605663	6552243	690	1459382	167140	1105	1761	369005	124107	2897	46	92114	4748881	13109491	38089	2145749	29550	1722026	NA	174200	85743443	19480	320090	141957	80441	3998376	105418	1563143	1454227	3682	62603	555815	115729	463824	NA	11561224	39969053	NA	47393909	251368	3458	7092904	874866	336555	207197	22046	69175	134802	26065	1235090	255989	122591	NA	23850	200512	1707793	17821716	NA	4807220	647686	402297	3552818	7602	23764	19389	761694	19819	7561472	1058760	896765	3689126	6153383	392141	726022	18057	5822447	23709185	19729297	3571	12692	38625	22351345	5383	15062	543849	8087857864	158824	25619502	226543800	11042	7865	4191	NA	9938156	1501874	17359	21379731	1195558	8087857864	722386	5817	30186	584	NA	92013	NA	43893	8377	NA	1161317	NA	NA	NA	NA	NA	NA	NA	311136	5759	280182	199532	NA	10100	19654	1146672	NA	346791	20635	NA	10599	310190	400388	11136	631701	86803	981721	7704	24219404	2940643	1155010	39912546	57148	1064932	908163502	480310	1081622177	4398832	355430786	50635062	56481	262803	75451	19067	9165239	231743	9734907	171634	570404	87265432	262227	8001	85125791	724365039	121834008	542471	8389033	1357883	3951165	2217274	7894074
